Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
SHAM NEGOCE (AL), negociant, Bd Bir Anzarane 3e Etage Appt 14 N17 Maarif,Casablanca,33.57937 : -7.63601, 78255,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
SOCIETE VOYAGEURS FADLO-ALLAH," - transport de voyageurs et de marchandises interurbain, national et international -transport de marchandises pour le compte d'autrui - exploitation de tout agrement de bus de car de tourisme ou de passagers ainsi que tout agrement de petit taxi, grand taxi, mini car - negociant (y compris location de lieux communale par marche public ou prive)."," 64, Avenue El Rahma, Narjiss D",Fes-Medina (AR),34.01904 : -4.97652, 28109,Tribunal de Fes, 001535066000057,Societe a Responsabilite Limitee, 100 000 
IMMOBILIERE MAYORE (STE), travaux immobilier, Quartier Ain Sebaa Secteur Industriel Est,Casablanca,33.58694440000001 : -7.6111111000000164, 93113,Tribunal de Casablanca, 001590680000039,Societe Civile Immobiliere, 100 000 
CARROSCO MAROC, marchand de materiaux de construction, Route N 1 Beni Yakhlef Provence De Ben Sliman,Casablanca,33.533333 : -7.583333, 46069,Tribunal de Casablanca,,Societe Anonyme, 50 000 
GLOBAL DISTRIBUTION, import-export distribution, 25 Rue Nisrine,Casablanca,33.533333 : -7.583333, 67899,Tribunal de Casablanca,,Societe Anonyme, 100 000 
AFOUD FASHION, md de vetements confectionnees, 57 Rue Ahmed Barrakat,Casablanca,33.584005 : -7.634275, 140045,Tribunal de Casablanca, 000026980000010,Societe a Responsabilite Limitee a Associe Unique, 100 000 
FES (IMPRIMERIE ARTISTIQUE DE)," creation, achat, vente, location, exploitation tous fonds d'imprimerie, de reliure de papeterie etc...", Avenue Maurial N31,Fes,34.03479 : -4.9939, 9745,Tribunal de Fes,,Societe a Responsabilite Limitee, 4 000 000 
KHOURIBGA BEST EQUIPEMENT, commercialisation de materiels outillages et engins divers, Douar Ould Ahmed Route El Kafra,Khouribga,32.87796 : -6.921472, 91,Tribunal de Khouribga,,Societe Anonyme, 250 000 
ELTRAV," travaux divers, nettoyages gardiennage, securite et jardinage"," Avenue Moulay Youssef Residence El Jariri Lot. N 123, Tabriquet",Tabriquet (AR),34.03993 : -6.801559, 10421,Tribunal de Sale,,Societe a Responsabilite Limitee a Associe Unique, 200 000 
TANGER (CASINO MUNICIPAL DE)," toutes operations immobilieres, achat vente echange de tous immeubles terrains leur construction ainsi que la gerance de toutes entreprises", 7-9 Rue Du Mexique,Tanger-Assilah,35.77997 : -5.81408, 63,Tribunal de Tanger,,Societe Anonyme, 500 000 
ELECLIM (ELECLIM), entrepreneur de travaux divers, Bd Boulmane Hay My Abdellah N129,Casablanca,33.543579 : -7.59096, 70083,Tribunal de Casablanca, 001515061000096,Societe a Responsabilite Limitee, 100 000 
SOGEFCO MAROC (STE) (SOGEFCO)," developpement, echanges economiques, ttes operations commerciales, financieres, industrielles, de transports, mobiliere ou immobiliere, etc...", 98 Bd De Lorraine,Casablanca,33.587805 : -7.61349, 6713,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 600 000 
SOCIETE EL FARISSI PIECES AUTOS, vente pieces autos, N7 Rue Al Inbiaat Q.i,Agadir-Ida Ou Tanane,30.417826 : -9.588295, 6451,Tribunal de Agadir,,Societe a Responsabilite Limitee, 780 000 
SLIMATEX (SLIMATEX), fabrication de produits cosmetiques, 72 Rue Aa Lalla Chafia,Tanger-Assilah,35.756376 : -5.839072, 5321,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
SANI CONFORT (STE), achat vente reparations materiel sanitaire, 6 Avenue D'alger,Rabat,34.015049 : -6.832719999999995, 13243,Tribunal de Rabat,,Societe a Responsabilite Limitee, 500 000 
DROGUERIE LES JARDINS," l'achat, la vente, la representation, l'importation, droguerie"," 40, Allee Des Jardins Ain Sebaa",Ain-Sebaa (AR),33.61791 : -7.53929, 95899,Tribunal de Casablanca, 000035484000001,Societe a Responsabilite Limitee, 100 000 
PERFECT CALL, nouvelles technologies de l'information et centre d'appels, 11 Rue Amsterdam 20550 Al Fida Derb Sultan,Casablanca,33.575851 : -7.613046, 140739,Tribunal de Casablanca, 000001026000040,Societe a Responsabilite Limitee, 100 000 
ANTAC (ANTAC)," toutes operations commerciale, industrielle, financiere, mobilieres et immobilieres, sous quelque forme que ce soit, toutes operations de commission..", 3 Rue Henri Regnault,Sale,34.038719 : -6.812458, 1309,Tribunal de Tanger,,Societe Anonyme, 1 200 
ICE CUBES, la fabrication et la production la commercialisation et la distribution de glace hydrique, Marche De Gros N928 Sidi Othman,Casablanca,33.555903 : -7.552163, 59065,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
STE ARABO AFRICAINE DE MANUTENTION (AFRIMAN), fabricant ou marchand de vetements confectionnes vendant en gros, Rue Ibnou Rachid El Fehri Ndeg 76 Roches Noires,Assoukhour Assawda (AR),33.600357 : -7.580329, 47525,Tribunal de Casablanca, 000230898000041,Societe a Responsabilite Limitee, 1 500 000 
"SOCIETE SOUBAMAR ""SARL"""," consignation, manutention, stevdoring, shipchindler, transit, toute activite maritime, commerce general, import export", Hay Essaada Bloc 06 N 07,Laayoune,27.158503 : -13.207882, 2301,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 200 000 
SOCOIMTEX (SOCOIMTEX), exploitant un etablissement industriel pour la fabrication des vetements confectiones, Route De Kenitra N3 Lot 9 Lotissement Salima,Sale,34.0456478 : -6.8024781, 715,Tribunal de Sale,,Societe Anonyme, 800 000 
ANJARY MAROC (STE)," entrepreneur d'installations electriques, commerce des legumineuses", Rue Ibnou Khalikane N26,Casablanca,33.580262 : -7.630217, 79805,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
BRIMO TRAVAUX," entrepreneur de travaux divers ou construction (divers corps d'etat : plomberie, electricite...), md de materiaux de construction (et fournitures)", N 577 Appt 22 Massira I C Imm El Fath,Marrakech,31.632791856 : -8.057288672, 23401,Tribunal de Marrakech, 000200989000059,Societe en Nom Collectif, 10 000 
FOURES ET CIE (ESE), entreprise generale de travaux publics, 2 Rue De Lyon,Kenitra,34.257394 : -6.590154, 11831,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
PLASTIQUES (PRODUITS), achat vente fabrication importation de tous produits commerciaux et plus particulierements de produits commerciaux, 80 Boulevard De Marseille,Casablanca,33.601844 : -7.630466, 18913,Tribunal de Casablanca,,Societe Anonyme, 500 000 
DIPAS PELUCHES, marchand effectuant import-export, Villa Charkaoui Dr Lahlalfa Old Jerrar D Bouazza,Casablanca,33.515224 : -7.817848, 73099,Tribunal de Casablanca, 000528449000092,Societe a Responsabilite Limitee, 100 000 
YAK SERVICE, transit et presentation de tous services, Res Ennasr Rue Allal Ben Abdellah,Tanger-Assilah,35.777586 : -5.810774, 9243,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
DIESEL AUTO," exploitation de tous garages et ateliers concernant l'automobile et la mecanique industrielle, commerce de tous materiels pieces-detachees", 4 Rue D'aumam,Casablanca,33.533333 : -7.583333, 20823,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 110 000 
MUSIC AUDIO VISUEL ITALIEN (MAVITAL)," l'achat et la vente d'appareils audio visuels, appareils electriques, equipements, imp exp , habillement, vetement et chassures draperies, alimentation general"," 743, Rue Boukraa Apt 18 3eme Etage",Casablanca,33.60171 : -7.63276, 98827,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
INDUSTRIELLE ET DE CONSTRUCTION AGRO INDUSTRIELLE (SININDUSTRI)," la commercialisation, la fabrication et l'entreprise de tous travaux industriels travaux de chaudronnerie et d'electricite etc...", Bd Mohamed V 6eme Appt 21 N433,Casablanca,33.593485 : -7.603666, 59103,Tribunal de Casablanca,,Societe Anonyme, 100 000 
PUMA MAROC (PUMA MAROC)," concession distribution revente de tous vehicules automobiles, le montage de vehicules achat distribution et revente travaux d'entretien etc", 26 Avenue Mers Sultan,Casablanca,33.58943 : -7.61892, 35195,Tribunal de Casablanca,,Societe Anonyme, 200 000 
BOU REGREG (IMPRIMERIE PAPETERIE), publicite depliant revues journaux, Rue Nador N18,Rabat,34.023033 : -6.831614, 22037,Tribunal de Rabat,,Societe a Responsabilite Limitee, 20 000 
ZERHOUNI DE TRAVAUX ET DE BATIMENTS (STE) (SOZERT), entrepreneur de travaux divers ou de construction, 15 Rue Indounissia Appt N4,Fes,34.070326 : -4.993084, 15627,Tribunal de Fes,,Societe Anonyme, 100 000 
AFRICAINE DE MATERIEL POUR LA MARINE L'AERONAUTIQUE L'AUTOMOBILE ET L'AGRICULTURE (STE) (SAMAG), toutes operations se rapportant a tous vehicules engins materiels fournitures pieces detachees etc..., Chez La Ste Auto Hall 44 Bd Lalla Yacout,Casablanca,33.59151 : -7.614675, 10935,Tribunal de Casablanca,,Societe Anonyme, 400 000 
ANAI (STE) (ANAI), entreprise de menuiserie, Quartier Industriel Sidi Ghanem N434,Marrakech,31.670136944 : -8.044755266, 8879,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 300 000 
BASSAADOUNE ET CIE L'EXPANSION ECONOMIQUE ET COMMERCIALE (EXECOM)," toutes operations industrielles, commerciales, financieres, mobilieres ou immobilieres", 53 Rue De L'esterel,Casablanca,33.581256 : -7.635293, 31789,Tribunal de Casablanca,,Societe en Nom Collectif, 10 000 
KALGURIL (KALGUREIL)," toutes operations financieres, mobilieres et immobilieres, commerciales et industrielles, affaires bancaires, constitution et gestion..."," 80, Rue De La Liberte",Tanger-Medina (AR),35.78278 : -5.81305, 895,Tribunal de Tanger, 001540232000061,Societe Anonyme, 300 000 
KHOUYA RAHOU," -travaux divers de peinture, de maconnerie, de menuiserie, de quelles. natures quelle soient ainsi que tout type de travaux s'y rattachent."," Sect 3, N 434, Mers El Kheir",Temara (M),33.872342 : -6.91958, 42871,Tribunal de Rabat, 001678206000048,Societe a Responsabilite Limitee, 10 000 
MAROC (MATEA), l'import-export, 17 Avenue Abdelkrim El Khattabi,Casablanca,33.587675 : -7.64556, 63893,Tribunal de Casablanca,,Societe Anonyme, 100 000 
SERRAJ DE CARTONNERIE ET DE PAPERASSERIE (STE) (SASCAP)," fabricant de feutre oucartons asphaltte ou bitume, marchand effectuant import-export", 9 Rue Des Moineaux Oasis,Casablanca,33.56196 : -7.63824, 52877,Tribunal de Casablanca,,Societe Anonyme, 100 000 
YANASER CAR, location de voiture sans chauffeur, Route Bouarakia Ndeg 80,Tanger-Medina (AR),35.784527 : -5.814325, 31057,Tribunal de Tanger, 001585289000096,Societe a Responsabilite Limitee, 500 000 
SOS MEDECINS SOINS D'URGENCE ET REANIMATION (SOS), medecins (assistance de l'urgence medicale), 20 Allee D'audromede,Casablanca,33.569414 : -7.624714, 51837,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
SOTRALIAF, transport de marchandises, Hay Errahmani Rue 16 N 63 Sidi Moumen,Casablanca,33.5768961625 : -7.52038367031, 141075,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
KATEAM, fabricant de vetements confectionnes vendant en gros, Lot N2 Douar Ogba Q.i Loulalda,Skhirate- Temara,33.85 : -7.029999999999973, 43749,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
BELLEVUE (STE IMMOBILIERE) (SIMMBEL), operations immobilieres entreprise travaux publics et prives, 1 Rue De La Marne,Rabat,34.013582 : -6.828823, 12439,Tribunal de Rabat,,Societe Anonyme, 10 000 000 
STUDIO EL BARAKA, photographe," 170, Rue 13 Lot El Baraka",Casablanca,33.570984075 : -7.5356352156, 97899,Tribunal de Casablanca, 000015130000054,Societe a Responsabilite Limitee, 100 000 
ATLAS FACADES CONSTRUCTIONS IMPORT EXPORT ET PIECES," construction, commercialisation pieces detachees", Lot Topo Rabat Lot 5 N1,Tanger-Assilah,35.746434 : -5.808113, 6349,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
SENEGALAISE COMMERCIALE (STE)," commerce general, import-export de tous produits", 38 Rue Gallieni,Casablanca,33.58694440000001 : -7.6111111000000164, 15651,Tribunal de Casablanca,,Societe Anonyme, 16 000 
ROTARY NEGOCE, marchand effectuant import-export, Avenue Lalla Yacout N34,Casablanca,33.59151 : -7.614675, 73887,Tribunal de Casablanca, 000522024000034,Societe a Responsabilite Limitee, 30 000 
FREHAM TRAVAUX, travaux divers, Quartier Oum Dhar 2 Bloc 12 N 5,Beni Mellal,32.336179 : -6.355309, 939,Tribunal de Beni Mellal,,Societe a Responsabilite Limitee, 600 000 
BIO NORD, commerce de gros de produits pharmaceutiques, 14 Rue Al Ouahda Bazar El Ouahda,Tetouan,35.5714 : -5.37512, 2987,Tribunal de Tetouan,,Societe a Responsabilite Limitee, 500 000 
MAROCAINE D'IMPORTATION ET DE REPRESENTATION (STE)," toutes operations de representation, l'achat la vente de tous produits d'agriculture, toutes operations immobilieres commerciales...", Rue De La Republique,Rabat,34.015049 : -6.832719999999995, 13132,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
NAOURATH (AL), couture, Av Khalid Ben Elwalid Lot Dakhla N65,Agadir-Ida Ou Tanane,34.024574 : -4.99471, 4559,Tribunal de Agadir,,Societe Anonyme, 280 000 
MARRAKECH EXPRESS CUIR (STE), vente de vetements en cuir, 9 Bd El Mansour Eddahbi,Marrakech,31.63477 : -8.01658, 5545,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000 
CHRISTOFFE D'ARC, commercialisation d'objets en faiencerie ou autre article menager operation commerciales industrielle financiers mobiliers et immobiliers," 43 D, Rue De Mexique",Tanger-Medina (AR),35.7666667 : -5.7999999999999545, 3811,Tribunal de Tanger,,Societe a Responsabilite Limitee, 370 000 
BEACH NEON, realisation et installation des enseignes lumineuses, Rue El Farabi N 25 Cite Dakhla,Agadir-Ida Ou Tanane,30.410645 : -9.555205, 10283,Tribunal de Agadir,,Societe a Responsabilite Limitee, 100 000 
DURACELL ATLANTIC INC, marchand importateur de piles electriques, Rue Abdelkader El Mazini N3,Casablanca,33.591545 : -7.62793, 78909,Tribunal de Casablanca,,Societe Anonyme, 85 000 
STE AGUDEZ MENUISERIE, entrepreneur de menuiserie, 168 Hay Comatrav Av Du Caire Temara,Rabat,34.015049 : -6.832719999999995, 52881,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
S.S. CONSEILS, tenant un bureau d'etudes, 14 Avenue De Fes,Sale,34.032316 : -6.826218, 527,Tribunal de Sale,,Societe Anonyme, 100 000 
STE INDUSTRIELLE COMMERCIALE ET MARITIME (SINCOMAR), etude et realisation de toutes affaires ou entreprises commerciales industrielles financieres mobilieres ou immobilieres, 33-45 Rue Des Francais,Casablanca,33.58694440000001 : -7.6111111000000164, 11089,Tribunal de Casablanca,,Societe Anonyme, 1 300 000 
ALLIANCE CORPORATE, negoce representation intermediation, 22 Rue De Douai Belvedere 20303 Ain Sebaa Hay Mohammadi,Casablanca,33.59495 : -7.59241, 141855,Tribunal de Casablanca,,Societe en Nom Collectif, 30 000 
BATIMENT ET PEINTURE (ESE DE),, Bd Prince Moulay Abdallah N86,Settat,33.001374 : -7.617374, 69,Tribunal de Settat,,Societe a Responsabilite Limitee, 10 000 
SAGITTAIRE (LE)," achat, tous biens droits immobiliers, vente immeubles", Ain Sebaa Allee Des Citronniers,Casablanca,33.611537 : -7.527192, 23869,Tribunal de Casablanca,,Societe Anonyme, 1 800 000 
SOCIETE DE GESTION DE TRANSPORT URBAIN (S.G.T.U.), creation de lignes de transport l'exploitation de tous services et entreprises de transport urbain par autobus ou autres, Angle Av Mohamed V Et Rue Tarik Ibn Ziad Imm N414 Appt N5,Kenitra,34.279352 : -6.544314, 27193,Tribunal de Kenitra, 000049055000050,Societe Anonyme, 1 000 000 
ETUDE ET DOCUMENTATION (STE CHERIFIENNE D') (SOCHEDOC)," etude, documentation, creation, participation d'entreprises financieres ou industrielles", 83 Av D'amade,Casablanca,33.58694440000001 : -7.6111111000000164, 26469,Tribunal de Casablanca,,Societe Anonyme, 100 000 
AFRICAINE (STE COMMERCIALE ET INDUSTRIELLE) (SOCIAF)," entreprise de travaux electriques, commerce, consignation de tout produits", 70 Rue De L'horloge,Casablanca,33.59554 : -7.61449, 8351,Tribunal de Casablanca,,Societe Anonyme, 1 000 
MENUISERIE OUED R'MEL, menuiserie du bois, Oued R'mel S/n,Tetouan,35.572464 : -5.375723, 2957,Tribunal de Tetouan,,Societe a Responsabilite Limitee, 100 000 
BERKANE (STATION D'EMBALLAGE DE), exploitation d'une station d'emballage, Quartier Industriel,Berkane,34.929075 : -2.318735,,Tribunal de Berkane,,Societe a Responsabilite Limitee, 100 000 
AMRUS (AMRUS)," construction batiments, travaux publics et autres activites", 7 Rue Mohammedia,Tanger-Assilah,35.74681 : -5.80563, 3089,Tribunal de Tanger,,Societe Anonyme, 500 000 
COMMERCIALISATION DE BOISSONS (STE) (SOCOBO), commercialisation de boisson, 7-8 Rue 69 Boulevard La Marche Verte Amalou,Khenifra,32.9394444 : -5.667500000000018, 91,Tribunal de Khenifra,,Societe Anonyme, 100 000 
ALUMINIUM ET REGROUPEMENT DE SERVICES (STE L') (SARS)," entreprise de menuiserie en bois, metallique ou aluminium, travaux de peinture de batiments, importation"," 7,rue Astier",Casablanca,33.58952 : -7.580027, 56503,Tribunal de Casablanca,,Societe Anonyme, 100 000 
PALAIS SAVOIA (STE D'EXPLOITATION RESTAURANT), exploitation de restaurants, 43 Rue Gallieni,Casablanca,33.58694440000001 : -7.6111111000000164, 25809,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
SAWI-SUD (DROGUERIE)," marchand droguiste au detail, marchand de materiaux de construction", Cite Dakhla N1022,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 2455,Tribunal de Agadir,,Societe a Responsabilite Limitee, 100 000 
SAFI ADJUDICATION, location des espaces publics et des souks, Dlaifa Douar Ouled Khai Fraction El Ghouitia Sidi Tiji Ameur,Safi,32.310059 : -9.236617000000024, 2369,Tribunal de Safi,,Societe a Responsabilite Limitee a Associe Unique, 10 000 
STE CONFECTION IMPORT EXPORT (CONEX)," la confection, le textile"," 4, Rue 72, Val Fleuri",Tanger-Medina (AR),35.7666667 : -5.7999999999999545, 9535,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
ZIANE AUTO," marchand de voitures automobiles accessoires, mecanicien electricien automobiles", 16 Et18 Av.hassan Ii,Khenifra,32.938866 : -5.677374, 16880,Tribunal de Meknes,,Societe Anonyme, 20 000 
ATLANTICS PATENTS (ATPATS)," commerce general, import-export de tous produits", 56 Rue Pniel,Casablanca,33.533333 : -7.583333, 18181,Tribunal de Casablanca,,Societe Anonyme, 500 000 
ACCOSER," representant de commerce (agent commercial), entrepreneur a la gestion d'exploitation de services (promotion des ventes marchandises), marchand de materiaux de constructions"," Ahlam 27, Bd Prince My Abdellah, Lot Arset Ben Chafii Ndeg10, Residence Ouzoud",Marrakech-Medina (AR),31.6333333 : -8, 25697,Tribunal de Marrakech, 000071436000073,Societe a Responsabilite Limitee, 15 000 
HINDABAD (IMMOBILIERE), entrepreneur de batiments, Rue Oued Zem N14,Rabat,34.015775 : -6.828183, 28719,Tribunal de Rabat,,Societe Anonyme, 100 000 
SOJEAN'S, fabrication de vetements confectionnes, 23 Rue Abou Al Kacem Achabbi Gouthier,Casablanca,33.58694440000001 : -7.6111111000000164, 88849,Tribunal de Casablanca, 000084836000083,Societe a Responsabilite Limitee, 2 000 000 
NORD PRFESSIONAL MOBILE RADIO, installation materiel telecommunication, Av Mohamed V. Imm N 5 Assahafa Bouchnafa Apt N 3 Tetouan,Tetouan,35.570205 : -5.377475, 4083,Tribunal de Tetouan, 001453710000007,Societe a Responsabilite Limitee, 100 000 
RABAT ET SA REGION (STE COPERATIVE DE CENTRALISATION ET DUSTRIBUTION DE COMBUSTIBLES), distribution de combustibles, 6 Rue De Bordeaux,Rabat,34.023005 : -6.831191, 6044,Tribunal de Rabat,,Societe Anonyme, 50 000 
SECO AUDIT, expertise comptable, 84 Rue De Prince Moulay Abdellah,Casablanca,33.59286 : -7.61642, 156617,Tribunal de Casablanca, 000087918000095,Societe a Responsabilite Limitee, 10 000 
IDNATURE, fabrication de produits alimentaires naturels dietetiques.," 117, Angle Avenue Hassan Ii, Et Rue D'agadir, 11eme Etage, Ndeg 25",Casablanca,33.58694440000001 : -7.6111111000000164, 420295,Tribunal de Casablanca, 001653375000021,Societe a Responsabilite Limitee a Associe Unique, 1 000 000 
MAROCCO ALLEMANDE (LA BRIQUETERIE), la fabrication de tous materiaux de construction et notamment les briques et les eurdis l'achat la vente l'acquisition sous toutes formes, 49 Rue Oum Erabia,Rabat,33.99747 : -6.84702, 25713,Tribunal de Rabat,,Societe Anonyme, 20 000 
AMANA RME SERVICES, entrepreneur de travaux de construction, 77-79 Av Seville Touabel Soufla Ii,Tetouan (M),35.57621 : -5.368434999999977, 4927,Tribunal de Tetouan, 001453781000030,Societe a Responsabilite Limitee, 100 000 
MAHJOUR FRERES IMPORT, negociant, Rue 1 Hay Hassane N133,Beni Mellal,32.336179 : -6.355309, 575,Tribunal de Beni Mellal,,Societe a Responsabilite Limitee, 10 000 
PATRIMOINE VIE (LE), assurance sur la vie, ***,Kenitra,34.257394 : -6.590154, 2096,Tribunal de Rabat,,Societe Anonyme, 3 000 000 
EMILE ICE," l'exploitation de points de vente, cafe glacier, location et gerance de points de vente", 12 Parc Industriel Tawfik Lot Ndeg92 Parc Industriel Cfcim De Bouskoura.,Bouskoura,33.414212 : -7.662719, 151475,Tribunal de Casablanca, 000079977000035,Societe a Responsabilite Limitee, 10 000 
DECOR-CHIC (FABRICATION DE TAPISSERIE)," fabricant de meubles, tapissier marchand", Lot My Thami N159 Rue 16 El Oulfa,Casablanca,33.5564236661 : -7.67990817114, 68379,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
HADZARI," vente de marchandises, import/export", Oulfa Lot Firdaous Gh 5 N 134 Apprt 10,Casablanca,33.5582787739 : -7.67020392591, 150005,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
IDRISSIDES (ESE LES)," la construction de tous batiments et usines..., tous travaux de terrassement et de genie civil, toutes etudes topographiques et architecturales", 187 Bd Lalla Yacout,Casablanca,33.589266 : -7.609854, 36635,Tribunal de Casablanca,,Societe Anonyme, 10 000 
PROJECT MAROC, ingenieur conseil, 22 Rue Hassan Ziati,Casablanca,33.58694440000001 : -7.6111111000000164, 41657,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
BAZAR DE L'AVENUE," toutes operations concernant cafes, restaurants, bars, buffets, brasseries, sabous de the", 35 Bd Med El Hansali,Casablanca,33.58694440000001 : -7.6111111000000164, 15519,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 500 000 
FOURNIDIV," commerce de quincaillerie, fourniture industrielle et medicale", 12 Imm 509 Res Dior Salam Bournazel,Casablanca,33.5724815426 : -7.55704484283, 157451,Tribunal de Casablanca, 001540730000001,Societe a Responsabilite Limitee, 35 000 
TOP ELECTRONIQUE ET ACCESSOIRES," marchand d'appareils et d'accessoires pour la radiophonie et la television, marchand de decors, marchand d'articles de menage", 12 Rue Imam Souhaili Imm Annasr,Agadir-Ida Ou Tanane,30.41673 : -9.59336, 3635,Tribunal de Agadir,,Societe a Responsabilite Limitee, 100 000 
BUREAU ETUDE TECHNIQUE A FERRAJE (BETAFERR), tenant un bureau d'etude, Lot Azeddine Rue 7 N 48 Hay Mohammedi,Casablanca,33.586466 : -7.560805, 158859,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
JIM GRAFF, imprimeur d'etoffes, Rue 85 Groupe C N4-6-8 El Oulfa,Casablanca,33.5564236661 : -7.67990817114, 75199,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
RIK'S TP," - l'achats, la vente et location du materiel des travaux publics. - l'exploitation des carrieres de concassage, - la production des materiaux de construction, - les travaux routiers, les terrassements generaux, les travaux divers de batiments, les gros oeuvres et le genie civil"," 41, Rue Ait Baha, Souissi",Souissi (AR),33.9531 : -6.82685, 72097,Tribunal de Rabat, 000190673000007,Societe a Responsabilite Limitee a Associe Unique, 300 000 
CHERIFIENNE DE TECHNIQUE INDUSTRIELLE MODERNE (STE) (CHETIM)," acquisition, cession, exploitation de brevets, marques, agences, diffusion, commerce de marchandises, participation a toutes operations", 59 Allee Des Jardins Ain Sebaa,Casablanca,33.58694440000001 : -7.6111111000000164, 24581,Tribunal de Casablanca,,Societe Anonyme, 250 000 
N/A
CANARD, edition impression, 18 Rue Amr Ibn Al Aass,Tanger-Assilah,35.780897 : -5.810207, 9751,Tribunal de Tanger,,Societe a Responsabilite Limitee, 20 300 000 
"APPROVISIONNEMENT DES BATIMENTS , L'INDUSTRIE ET LE COMMERCE (STE D') (SABICO)", marchand de materiaux de construction, Rue Oued Ziz Parcelle 212 Hay Essinai Jidid,Agadir-Ida Ou Tanane,30.411015 : -9.583056, 2047,Tribunal de Agadir,,Societe Anonyme, 200 000 
STE ASSURANCE PASSADINA, assurance, Rte De Tetouan Passadina N 1 Tanger,Tanger-Assilah,35.76025 : -5.782748, 19235,Tribunal de Tanger, 001452841000093,Societe a Responsabilite Limitee, 100 000 
FRANCAISE DE TRAVAUX TOPOGRAPHIQUES ET PHOTOGRAMMETRIQUES (STE), travaux geodesiques topographiques photogrammetriques et cartographiques, 52 Avenue Hassan Ii 5eme Etage,Casablanca,33.59394 : -7.6184, 28697,Tribunal de Casablanca,,Societe Anonyme, 400 000 
AFRICAINS (COMPTOIR EXPORTATION IMPORTATION PRIMEURS) (CEIPA)," negoce, import-export de fruits primeurs, acquisition, creation, ttes operations industrielles, commerciales, financieres, mobilieres-immobilier", 10 Rue Lassalle,Casablanca,33.58694440000001 : -7.6111111000000164, 6045,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
SOCOTREQ," ent de tx divers ou de construction entrep de plantation ou entretien de jardin (reboisement) fourniture matx de construction materiel et outillage, fermage de souks hebdomadaire", Cite Agricole Ait Bra,Tinghir (M),30.91987 : -6.8935390000000325, 1487,Tribunal de Tinghir, 001584003000092,Societe a Responsabilite Limitee, 560 000 
ALFNOR," fabrication, vente d'aliments de betail et de volaille et negoce, marchand effectuant import-export", N162 Avenue Mohamed Dirouri Appt N3,Kenitra,34.2551 : -6.58196, 27331,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 2 500 000 
AL KHOULOUD," activites commerciales et touristiques, exploitation de fonds de commerce de boulangerie, patisserie, glacier et restaurant", 269 Avenue Mohamed V Angle Zankat Jedda,Rabat,34.015049 : -6.832719999999995, 25755,Tribunal de Rabat,,Societe Anonyme, 100 000 
ETOILE DU FOUNTY, promotion immobiliere, El Ouatia,Tan-Tan,28.488707 : -11.331137, 743,Tribunal de Tantan,,Societe a Responsabilite Limitee, 100 000 
AUXILIAIRE DU BATIMENT (AUXIBAT)," entretien et construction des routes, ese de tous t p, amenagement, de toutes constructions et le commerce de tous materiaux et materiels", 80 Rue Du Docteur Roux,Casablanca,33.60304 : -7.57933, 37289,Tribunal de Casablanca,,Societe Anonyme, 10 000 
MAGHREBINE POUR LE COMMERCE ET L'INDUSTRIE (FID) (FMCI)," redaction de tous actes, conventions, contrats, l'accomplissement de toutes fomalites y afferentes, la conception, l'etude, la creation...", 29 Rue Pegoud,Casablanca,33.592503 : -7.615367, 36329,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 50 000 
EDIFICE CHERGOU, entrepreneur de travaux divers, Rue Al Marj N8,Rabat,34.0202 : -6.83005, 27183,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
