Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,Capital
AGADIR IGHIR (CAFE RESTAURANT)," exploitant milk bar, restaurant a prix fixe", Bloc 9 N21 22 Qi,Agadir-Ida Ou Tanane,30.41872 : -9.578726, 1831,Tribunal de Agadir,,Societe a Responsabilite Limitee, 12 000 
MAROCAINE (STE INDUSTRIELLE) (SIM), fabrique de glace et boussons bazeurses mecanique onderie chandronnerie, 42 Rue Amiral Courbet,Casablanca,33.58694440000001 : -7.6111111000000164, 73,Tribunal de Casablanca,,Societe Anonyme, 20 000 000 
SANIGAZ (STE), entrepreneur d'installations sanitaires pour le chauffage, Cite Cil Chellah N26,Rabat,33.987556 : -6.807352, 26007,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
BACOMIG, construction metallique; genie civil et import-export, Rue Riad N28 Lot Asfi,El-Jadida,33.23747 : -8.52571, 3157,Tribunal de Eljadida,,Societe a Responsabilite Limitee, 120 000 
SOCIETE DE PROMOTION ENCADREMENT ET IRRIGATION EN AGRICULTURE (SOPRENIAGRI), commercialisation import-export de produits phito sanitaire et materiel agricole, 33 Marche De Gros Av Prince Moulay Abdellah,Marrakech,31.639398 : -8.004433, 10767,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 1 000 000 
RAVAL (STE), marchand achat et vente d'immeuble et promotion immobiliere, 4 Rue Moussa Ibnou Noussair,Casablanca,33.58694440000001 : -7.6111111000000164, 51509,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
MARTINETS (LES) (MARTINETS), restaurant debit de boissons et bar," Km 7,200 Route Des Zaers",Rabat,33.971633 : -6.829277, 24801,Tribunal de Rabat,,Societe Anonyme, 20 000 
LAXOUAL (LAXOUAL)," exploitant ets pour preparation matieres plastiques ou autres matieres analogues, schipchandler, activites maritimes et produits assimiles, import-ex", Ndeg 120 Rue Ndeg 3 Hay Moulay R'chid,Moulay Rachid (AR),33.58694440000001 : -7.6111111000000164, 65051,Tribunal de Casablanca, 001955370000073,Societe a Responsabilite Limitee, 3 000 000 
CHAOUIA (STE AUXILIAIRE TEXTILE DE LA), industrie travait et transformation de toutes matieres textiles et de tous produits generalement quelconques, 71 Rue Allal Ben Abdellah,Casablanca,33.59554 : -7.61425, 16359,Tribunal de Casablanca,,Societe Anonyme, 5 000 000 
MAROCAINE DE SILICATE (STE), fabrication de silicate, Quartier Industrie,Kenitra,34.257394 : -6.590154, 9589,Tribunal de Rabat,,Societe a Responsabilite Limitee, 1 000 000 
STE IMMOBILIERE SBPI, promoteur a la construction d'immeuble, Rue Ibn Yaala El Ifrani Maarif N11,Casablanca,33.588842 : -7.638452, 79353,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 500 000 
FIRST LABO MAGHREB 2000, exploitant atelier de travaux photographiques, 12 Bd Abou Ali Al Kali,Casablanca,33.594602 : -7.56433, 60459,Tribunal de Casablanca,,Societe Anonyme, 50 000 
NOUVELLES (EDDITIONS) (EDIN), marchand importateur, Rue 66 N2 Place Des Martyres,Kenitra,34.263149 : -6.56608, 24451,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 10 000 
MOBIDECOR, achat et vente de mobiliers, Rue My Youssef Residence Tarik Mag N4bis,Meknes,33.895 : -5.554722200000015, 20963,Tribunal de Meknes, 000520809000053,Societe a Responsabilite Limitee, 500 000 
MOYEN ATLAS (CIE MINIERE DU) (COMIMA), exploitation miniere, 37 Rue Abdellatif Ben Khaddour,Casablanca,33.59014 : -7.64681, 37325,Tribunal de Casablanca,,Societe Anonyme, 10 000 
TRAVAUX ELECTRO MECANIQUES (TEM)," travaux electricite, electro mecaniques, electroniques, entrepreneur d'installation electriques"," 42, Boulevard Emile Zola, 1ere Etage, Ndeg5",Casablanca,33.59124 : -7.60153, 31753,Tribunal de Casablanca, 001621310000051,Societe a Responsabilite Limitee, 3 500 000 
MAGHREB POUR L'EXPORTATION (STE DE RECUPERATION INDUSTRIELLE DU) (SORIMEX), exploitation en gros et detail du commerce d'importation-exportation de toutes marchandises et en particulier d'articles de friperie, 28 Avenue Des Far Bureau N46 4eme Etage,Casablanca,33.56853 : -7.56009, 25983,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 200 000 
INTEGRAL PAPYRUS," marchand vendant en gros, marchand de papiers appretes ou faconnes vendant en gros", 3 Rue De Thann Bureau 38,Casablanca,33.587796 : -7.611229, 63211,Tribunal de Casablanca,,Societe Anonyme, 50 000 
BAATILES TRAVEL MARRAKECH, tenant une agence de voyage, 6 Rue D'amsterdam,Casablanca,33.575851 : -7.613046, 51227,Tribunal de Casablanca,,Societe Anonyme, 50 000 
PLANTES A PARFUMS (STE D'EXPLOITATION DE) (SEPP)," culture, industrie et commerce general de toutes plantes", 16 Rue Gallieni,Casablanca,33.58694440000001 : -7.6111111000000164, 11343,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 250 000 
SYMPHONIE BLANCHE (LA), entrepreneur du nettoyage, 46 Rue Barzac N2 La Gironde,Casablanca,33.5808250308 : -7.59778903469, 72609,Tribunal de Casablanca, 001430625000077,Societe a Responsabilite Limitee, 60 000 
TAYRET (DES TRAVAUX DE), entrepreneur de travaux divers ou de construction, 17 Rue De Jakarta,Oujda-Angad,34.675487 : -1.904016, 14669,Tribunal de Oujda,,Societe Anonyme, 10 000 
AMINE HAYATI TRAVAUX," lavage graissage - vente et reparation de pneus, promotion immobilier, - transport de marchandises -location d'engins - travaux de genie civil et exploitation carriere de sable", Lot Al Massira Route Principale,Ras El Ma,35.135575 : -2.409975, 6405,Tribunal de Nador, 000068571000022,Societe a Responsabilite Limitee, 2 000 000 
SOCIETE IMMOBILIERE OKAD, promoteur a la construction d'immeubles, Rue Al Fourat Ndeg 56 Maarif,Casablanca,33.58556 : -7.62084, 117459,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
AIT SAHNOUNE (TRANSPORTS), transport de marchandises," 5, Bd Fouarat Hay Mohammadi Casablanca",Khouribga,32.88768 : -6.89324, 105,Tribunal de Khouribga,,Societe Anonyme, 50 000 
GRANDS TRAVAUX FERROVIARES ET PUBLICS (STE DES) (SOTRAFEP), entrepreneur de travaux publics, Avenue Des Far,Berkane,34.921418 : -2.334862, 13619,Tribunal de Oujda,,Societe Anonyme, 50 000 
NOUVELLE MAROCAINE DE CONSTRUCTION ET MATERIELS INDUSTRIEL ET DE MINOTERIE (STE) (MACMI), achat vente et commerce en general de tous materiels d'equipement industriels notamment tous materiels et equipements concernant la minoterie meunerie, 12 Rue De Dinant,Casablanca,33.5963 : -7.58866, 10763,Tribunal de Casablanca,,Societe Anonyme, 160 000 
CHERIFIENNE DES ETS (STE)," vente, representation, transport de marchandise etc...", 115 Boulevard Foch,Oujda-Angad,34.693311 : -1.912167, 5550,Tribunal de Oujda,,Societe a Responsabilite Limitee, 2 000 000 
RENT WC, location divers (equipements divers), 102 Bd Abdelatif Ben Kaddour,Casablanca,33.58994 : -7.64784, 95511,Tribunal de Casablanca,,Societe en Nom Collectif, 30 000 
STE IMMOBILIERE DE LA VILLE BASSE, tout operation immobiliere a caracteres civil ou commercial, Rue Abou Beker Essedik,Kenitra,34.260872 : -6.590578, 29269,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 100 000 
AFRICAINE POUR L'EXPLOITATION DES EAUX ET LE DEVELOPPEMENT DE TERRES, entrepreneur de travaux divers, 206 Quartier Industriel,Kenitra,34.257394 : -6.590154, 24735,Tribunal de Kenitra,,Societe Anonyme, 60 000 
SOCIETE IBN KHOZAIMA IMPORT EXPORT," importation exportation des meubles d'occasion, impot-export de tout machines industrielle", 163 Rue Abdellah Chefchaouni Khandaq Zerbouh,Tetouan,35.56826 : -5.39007, 2855,Tribunal de Tetouan,,Societe a Responsabilite Limitee, 500 000 
JAFA ELECTROMECA," l'achat, la vente, la fabrication, l'installation tous materiels electriques, mecaniques", Rue Allal Ben Ahmed Ain Kik Im 4 3eme Etage N5,Casablanca,33.59478 : -7.58973, 63713,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 2 000 000 
CHAINE HOTELIERE DOUNIA (DOUNIA HOTEL)," la promotion hoteliere, exploitation d'un hotel", Rue G Residence Dounia Ain Diab,Casablanca,33.61236 : -7.50072, 40775,Tribunal de Casablanca,,Societe Anonyme, 400 000 
EUROPEENNE ET AFRICAINE (STE) (SEA)," commrce de tous produits bruts ou manufactures, marchandises, denrees, materiaux industriels ou agricoles", 34 Bd De Marseille,Casablanca,33.601844 : -7.630466, 26211,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
AIR TRAVAUX (STE), travaux aeriens, Rue De La Republique Immeuble Karrakchou,Rabat,34.018172 : -6.834562, 14710,Tribunal de Rabat,,Societe Anonyme, 5 000 000 
KADIMAH (STE) (KADIMAH)," edition, publicite, librairie papeterie", 5 Rue Rabelais,Casablanca,33.59208 : -7.62814, 8877,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 45 000 
ETUDES POUR LE COMMERCE ET L'INDUSTRIE (STE D') (SOCOMI)," creation, exploitation, controle, gestion, direction, coordination de toutes eses ou stes commerciales, minieres, industrielles, agricoles", 11 Avenue De L'armee Royale,Casablanca,33.573151 : -7.552959, 18415,Tribunal de Casablanca,,Societe Anonyme, 30 000 
ARBITEX, ft de vetements confectionnes md effectuant import-export, 14 Rue Abbas Med Al Akkad N3 Sidi Belyout,Sidi Belyout (AR),33.58694440000001 : -7.6111111000000164, 99645,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
EASTERN TRADING (STE), commissionnaire en marchandises, Avenue Hassan Ii Residence Essaada Appt N533,Rabat,34.015049 : -6.832719999999995, 41713,Tribunal de Rabat,,Societe a Responsabilite Limitee, 900 000 
RABACHIMIE (STE), import-export (produits chimiques), 33 Rue Marche Des Habous,Rabat,34.015049 : -6.832719999999995, 41261,Tribunal de Rabat,,Societe Anonyme, 100 000 
OLIM (STE) (OLIM)," achat vente negoce en general de toutes viandes poissons legumes et fruits au maroc et a l'etranger, toutes operations indust. commer. ou agricoles", 71 Rue Allal Ben Abdallah,Casablanca,33.59554 : -7.61425, 4363,Tribunal de Casablanca,,Societe Anonyme, 339 000 
ZRIKA EXPORT, commercialisation et export du poissons, Sidi Maarouf Lotissement Essaada Lot 529,Casablanca,33.55672 : -7.667043, 99735,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
RACHAD D'EXPLOITATION DE CARRIERS (STE), exploitation de carriers, Douar Oulad Younesse,Benslimane,33.613439 : -7.121855, 167,Tribunal de Ben Slimane,,Societe a Responsabilite Limitee, 100 000 
OASIS MOTOR, commerce de voitures, 124 Av Habib Bourguiba,Tanger-Assilah,35.779 : -5.83127, 9991,Tribunal de Tanger,,Societe Anonyme, 100 000 
COUMATEX (COUMATEX), la filature de toutes fibres naturelles ou synthetiques le tissage fabrication confection de tous produits textile import-export commerce etc..., Tissir Ii Rue 9 Lots 6 Et 7,Casablanca,33.58694440000001 : -7.6111111000000164, 55519,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
IMMOBILIERE HUGOT (STE), exploitation d'une im de rapport, Rue D'espagne,Fes,34.04212 : -5.00207, 11967,Tribunal de Fes,,Societe a Responsabilite Limitee, 10 000 000 
BELCO SHOE TRADING (STE), chaussures et accessoires d'habillement, Lot N 3 Ang Bd Almassira Alkhadra Et Zerktouni Local N 4,Casablanca,33.587398 : -7.641117, 93847,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 774 200 
LOGISELECT," - la promotion immobiliere et travaux divers de construction ; - la creation, l'acquisition, l'exploitation directe, la prise a bail, la gerance, la location de tout fonds de commerce, succursales, immeubles pouvant servir d'une maniere quelconque a l'un des objets precites ; et plus generalement, toutes operations commerciales, industrielles, mobilieres, immobilieres et financieres, se rattachant directement ou indirectement a l'objet de la societe, ou susceptible d'en favoriser la realisation et le developpement, ainsi que toute participation directe ou indirecte sous quelque forme que soit, dans les entreprises poursuivant des buts similaires ou connexes.", Av Malik Ibn Marhil Rue De Tanger Imm Al Mohit 2eme Etg Appt 14,Larache (M),35.194034 : -6.154187, 1355,Tribunal de Larache, 001649450000072,Societe a Responsabilite Limitee, 3 100 000 
ENERGIE PLUS," achat, vente, distribution de tous produits petroliers et carburants (essence, super, gaz oil, essence sans plomb...)", Centre Commercial Bouhout Quartier Belle Air,Tanger-Assilah,35.768486 : -5.809275, 9547,Tribunal de Tanger,,Societe a Responsabilite Limitee, 600 000 
INTERNATIONAL PATENT CORPORATION (STE) (IPACO)," toutes operations commerciales, industrielles", 38 Rue Gallieni,Casablanca,33.580825 : -7.623784, 8263,Tribunal de Casablanca,,Societe Anonyme, 1 000 
CRAMER (STE) (CRAMER), negociant equipement menagers meubles electromenager fournitures de bureau, 38 Av Du Mali,Rabat,34.018528 : -6.845701, 45001,Tribunal de Rabat,,Societe a Responsabilite Limitee, 2 000 000 
THE COCA COLA COMPANY, fabrication du sirop marchandises import export, 31 Avenue Pocymiran,Casablanca,33.58694440000001 : -7.6111111000000164, 21295,Tribunal de Casablanca,,Societe Anonyme, 1 500 
BEL AIR (STE IMMOBILIERE CITE), toutes operations immobilieres, 247bd De La Liberte,Casablanca,33.58465 : -7.610665, 1713,Tribunal de Casablanca,,Societe Anonyme, 1 300 000 
ISLY (CONSERVERIE), fabricant de conserve alimataires, Centre El Aioune,Berkane,34.929075 : -2.318735, 14761,Tribunal de Oujda,,Societe Anonyme, 1 000 000 
BRAHIM OU HAMOU (STE AIT) (SABRAM), travaux publics et prives, Assif C Rue Ibn Katada N172,Marrakech,31.652657 : -8.00596, 6293,Tribunal de Marrakech,,Societe Anonyme, 30 000 
PLATOUR (PLATOUR), promotion de construction d'immeuble, 28-32 Rue Termidi,Casablanca,33.57803 : -7.64097, 74211,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 13 557 000 
ALCM SERVICE MAROC," entrepreneur de la gestion commerciale ""controle et surveillance maritime"""," 332, Bd Brahim Roudani",Casablanca,33.58224 : -7.633005, 98395,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
ZEGZEL MANUFACTURE (STE), entrepreneur de travaux divers, Bloc 5ad Appartement N11 Massira I Cym,Rabat,33.995294 : -6.866454, 42385,Tribunal de Rabat,,Societe Anonyme, 100 000 
ANSALDO GIE SPA (STE), production des actionnaires et d'autres societes alliees installations electomecaniques travaux de genie civil etc, 83 Avenue Hassan Ii,Casablanca,33.58784 : -7.621, 34667,Tribunal de Casablanca,,Societe Anonyme, 27 000 000 
MEKNES GASCOGNE (STE IMMOBILIERE), l'acquisition la mise en valeur l'administration l'exploitation la location la vente et l'echange de tous terrains et immeubles, Zankat Abou Ali Ben Rahal Et Charifi Nehru Meknes,Meknes,33.89574 : -5.541137, 10580,Tribunal de Meknes,,Societe Anonyme, 10 000 000 
COMPTOIR DE FOURNITURE POUR LA CONFECTION (COFICOT), marchand de fournitures pour tailleurs vendant en gros, 36 Rue Abou Amrane El Fassi Maarif,El Maarif (AR),33.58694440000001 : -7.6111111000000164, 47811,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 2 000 000 
PRODIFRANE MOHAMED ES SAID," md materiaux de construction, entrepreneur de batiments", Bd Nahda Groupement 9 Rue 1 N1,Casablanca,33.578799 : -7.535856, 98171,Tribunal de Casablanca,,Societe en Nom Collectif, 100 000 
ENNOUVELLE DE NETTOYAGE ET SERVICE (NETOY)," travaux d'entretien et de nettoyage des locaux et bureaux, remise en etat vitrerie electricite et maconnerie, travaux de sanitaire...", Lotissement Andaloussia Cite Plateau N13,Casablanca,33.5735411363 : -7.63289751826, 46931,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
STW 13, fabrication de vetements confectionnes," 25, Rue De L'inde, Residence De L'inde,",Rabat,34.016165 : -6.85144, 46517,Tribunal de Rabat,,Societe a Responsabilite Limitee, 11 000 000 
BELKHIRAMIMEX, md d'import-export, Qt Ghoumarienne Rue 57 N5,Kenitra,34.26406100000001 : -6.578296000000023, 119,Tribunal de Sidi Slimane,,Societe a Responsabilite Limitee, 100 000 
AMINA BUREAUTIQUE COMPUTER, marchand de machines de bureau (materiels informatiques), N 20 Imm Dardouri Bd Ph Sid Med-tdt,Taroudannt,30.472255 : -8.874789, 337,Tribunal de Taroudant, 001467900000027,Societe en Nom Collectif, 160 000 
OUCIMA (STE), commerce materiaux de construction produits alimentaires et sel ventes en gros, 7 Rue H'med El Mansour Quartier Industriel N55,Essaouira,31.5130556 : -9.769722199999933, 15,Tribunal de Essaouira,,Societe a Responsabilite Limitee, 50 000 
CAZANOVE ET CIE (CIE CHERIFIENNE DES CHAMPAGNES DE)," representation, negoce en general, des vins de champagne, vins liqueurs alcools", Allee Des Citronniers,Casablanca,33.611537 : -7.527192, 8379,Tribunal de Casablanca,,Societe Anonyme, 500 000 
DIOUF ARRAHMAN (AGENCE), tourisme et echanges agence de voyages, 53 Avenue Lallay Yacout,Casablanca,33.591 : -7.61333, 65067,Tribunal de Casablanca,,Societe Anonyme, 100 000 
NORD AFRICANIE (STE FINANCIERE), gerance de toutes entreprise quelconques prise de participation dans toutes entreprises, 9 Rue Madame Rolland,Casablanca,33.587203 : -7.638294, 14303,Tribunal de Casablanca,,Societe Anonyme, 30 000 000 
COMAFREG SOCAFREG (STE NOUVELLE), exploitation d'un commerce de vins alcools liqueurs etc produits d'alimentation etc, 5 Rue De La Dordogne,Casablanca,33.581382 : -7.595963, 21831,Tribunal de Casablanca,,Societe Anonyme, 30 000 
LOUAFI SERVICES EQUIPEMENTS (L-SEQUIP)," debit de poissons (cafe), commerce de produits para-pharmaceutiques", Rue 90 N113 Pam 1,Kenitra,34.257394 : -6.590154, 27355,Tribunal de Kenitra,,Societe en Nom Collectif, 100 000 
TAUGOURDEAU MAROC," l'achat, l'importation la vente l'exportation la representation la consignation et le commerce en general de tous vehicules automobiles..", 17 Avenue De L'armee Royale,Casablanca,33.573151 : -7.552959, 61259,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
MAROCAINE D'ORGANISATION ET DE DEVELOPPEMENT DES INDUSTRIES IMMOBILIERES (STE) (SMODII), entrepreneur de batiments, 13 Rue Oulad Zine,Rabat,33.992631 : -6.824706, 26785,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
SABRIN ALUMINIUM, menuiserie entrepreneur (aluminium), Lot My Thami Hh N 127 El Oulfa,Casablanca,33.5564236661 : -7.67990817114, 140051,Tribunal de Casablanca, 000013906000025,Societe a Responsabilite Limitee, 100 000 
CADAMAR (STE), peche, Residence Belle Vue Angle Sidi Mohamed Ben Abdellah Et Rue I Imm B 2eme Etage N 3,Casablanca,33.55015 : -7.574055, 91313,Tribunal de Casablanca, 001333280000080,Societe a Responsabilite Limitee, 100 000 
MEDI TRANSPORT, transport de marchandises, 1 Rue Cadiz,Tanger-Assilah,35.746308 : -5.795921, 6197,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
ASARSA ENTREPRISE, travaux divers de construction, N 4 Sahat El Khoudara,Ouarzazate,30.919091 : -6.903823, 473,Tribunal de Ouarzazate,,Societe a Responsabilite Limitee, 90 000 
LES RESIDENCES MON REFUGE, promoteur a la construction d'immeubles, Rue Ibnou Abi Zaraa N10,Casablanca,33.58407 : -7.62492, 133469,Tribunal de Casablanca, 000522599000029,Societe a Responsabilite Limitee, 100 000 
ROMILCOM, entrepreneur de travaux divers, Rue Driss Roux Roche Noir,Casablanca,33.602326 : -7.5813, 81713,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
