Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,Capital
Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
BETTANA (STE CIE IMMOBILIERE DE), entrepreneur de batiments, Hay El Fath Imm 224 Appt 6,Rabat,33.9667696852 : -6.90156200212, 28197,Tribunal de Rabat,,Societe Anonyme, 500 000
GARAGE BAB AL WAHDA," la societe a pour objet : * le gardiennage, la repartition l'entretien, la maintenance, la renovation, et le depannage, le remorquage de toutes sortes de vehicules, l'exploitation de tous produits et services, et plus particulierement l'achat, la vente des voitures d'occasions locales et l'import * et plus generalement, toutes operations commerciales, industrielles, mobilieres, immobilieres et financieres, se rattachant directement ou indirectement aux objets precites, ou susceptibles d'en favoriser la realisation et le developpement, ainsi que toute participation directe ou indirecte, sous quelque forme que ce soit, dans les entreprises poursuivant des buts similaires ou connexes"," G.h Al Mouahidine Rue 6 Res, Mamoune 2 Hay Mohammdi",Hay Mohammadi (AR),33.586466 : -7.560805, 163543,Tribunal de Casablanca, 000035692000011,Societe a Responsabilite Limitee a Associe Unique, 10 000
FOURNITURES INDUSTRIELLES ET ARTICLES MENAGERS (FIAM), toutes operations concernant fournitures industrielles, Rue Lieutenant Renaud,Casablanca,33.533333 : -7.583333, 15633,Tribunal de Casablanca,,Societe Anonyme, 1 000 000
A ET PH VALLIER, entreprises de toutes operations commmerciales, Avenue Landais,Safi,32.310059 : -9.236617000000024, 623,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000
ADEL SHOES, la societe a pour objet : - fabrication de chaussures-maroquinerie, Lots Soloma Ii Ndeg 62 Rue Ndeg 3 Ain Sebaa,Ain-Sebaa (AR),33.601564 : -7.545368, 159309,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
SOPREN, travaux divers, 6 Rue De Tissa,Rabat,34.015512 : -6.833014, 25661,Tribunal de Rabat,,Societe Anonyme, 10 000
HANSSID FISH," l'industrie de la peche maritime cotiere, hauturiere sous toutes ses formes, l'import-export, la location de materiels de tout genre et tous materiels de levage et manutention, ravitaillement des bateaux, le negoce national et international, la congelation et la conservation, mareyage de poisson fra", Av. Ahmed Ben Chekroun Hay El Massira Ii Ndeg 01,Oued-Ed-Dahab,23.689912 : -15.937207,N/A,N/,,Societe a Responsabilite Limitee, 10 000
VILLANTE PIERRE ET CIE (ESE DE CHAUFFAGE ET PLOMBERIE), exploitant d'une entreprise de plomberie chauffage zinguerie sanitaire, Avenue Commandant Marin La Meslee,Rabat,34.015049 : -6.832719999999995, 11488,Tribunal de Rabat,,Societe a Responsabilite Limitee, 1 350 000
AMINE PECHE, peche hauturiere, Appt N3 Complexe Romandie Ii Tour Koweit Bd Bir Anzarane,Casablanca,33.581447 : -7.638937, 53729,Tribunal de Casablanca,,Societe Anonyme, 10 000
GALA CONSTRUCTION (STE), construction et travaux divers, 11 Rue Madrid Appt 6,Rabat,34.020817 : -6.848648, 48045,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000
TD JEANS, exploitant un etablissement industriel pour la fabrication des vetements confectionnes, Bd Mohamed V N30 Tabriquet,Sale,34.05398 : -6.79481, 875,Tribunal de Sale,,Societe a Responsabilite Limitee, 100 000
KEJOLA IMMO, promotion immobiliere, Rue Amina Bent Wahab Lot Ndeg14,Casablanca,33.58694440000001 : -7.6111111000000164, 158731,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 60 000
MAROLA-BOIS," exploitation scierie mecanique, marchand de bois de menuiserie"," 129, Route Massira Khadra",Safi (M),32.310059 : -9.236617000000024, 1635,Tribunal de Safi,,Societe a Responsabilite Limitee, 120 000
BELFAKIR AUTO-MAGIK (L'ETS)," marchand de voitures automobiles, marchand de pieces detachees, marchand de machines agricoles, mecanicien reparateur", Bd Mohamed V,Beni Mellal,32.33328 : -6.360882, 175,Tribunal de Beni Mellal,,Societe Anonyme, 100 000
TIZI OUSLI (TRANSPORT), entrepreneur de transport de voyageurs, Imm 2 Appt N5 Lotissement Drissia Bd Prince Moulay Abdellah,Marrakech,31.639398 : -8.004433, 7919,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000
STE FINANCIERE DU SOUSSI (SOFINAS), prise de participation directe ou indirecte dans toutes operations ou entreprises participation a leur constitution etc..., 1 Rue Sahat El Yassir,Casablanca,33.593321 : -7.597871, 40995,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 000
COMMERCIALISATION (STE DE) (SOCAPAM)," importation exportation de materiel et pieces detachees industriels et agricole, import export commercialisation d'articles de para medicaux...", 143 Bd Moulay Ismail,Casablanca,33.59822 : -7.58306, 38291,Tribunal de Casablanca,,Societe Anonyme, 50 000
STE ANGEL SHOES, fabricant de chaussures md effectuant import export, 2 Bd Chefchaouni Km 11500 Sidi Bernoussi,Casablanca,33.612245 : -7.529745, 113443,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
FANCE PALACE (STE)," acquisition, construction, exploitation, gestion, location, revente de tous biens et droits mobiliers, immobiliers et ttes operat s'y rattachant", Rue De La Villette Angle Rue Bernier,Casablanca,33.590008 : -7.577963, 25901,Tribunal de Casablanca,,Societe Anonyme, 10 000
TOUT BATIMENT," menuiserie, construction", 24 Avenue Al Alaouiyne Appt 8,Rabat,34.022928 : -6.825027, 25495,Tribunal de Rabat, 001575140000094,Societe Anonyme, 40 000
SACROMODE (SACROMODE), confection et textile, 169 Rte De Rabat Rue Innas,Tanger-Assilah,35.75886 : -5.828749, 7327,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000
VETAGRI MAROC," activite agricole et elevage, activite para agricole", 34 Bd Mohamed V,Casablanca,33.593485 : -7.603666, 58813,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000
UNITUBE (UNITUBE), fabricant d'objet et fournitures en metal, C/o Samoa Ii Rue El Gara,Casablanca,33.607157 : -7.563753, 62749,Tribunal de Casablanca,,Societe Anonyme, 10 000 000
PARA OUM SAAD," * vente para pharmacie, materiel medical, produits sanitaires pour cliniques et pharmacies, emballages et sachets.", Av Skikima N 13 Hay Khat Ramla 2,Laayoune (M),27.148331 : -13.197091, 6635,Tribunal de Laayoune,,Societe en Nom Collectif, 100 000
VICHY MAROC IMMEUBLES (STE), opertions immobilieres, 73 Bd De Paris,Casablanca,33.58694440000001 : -7.6111111000000164, 2221,Tribunal de Casablanca,,Societe Anonyme, 250
MAROC ORIENTAL (STE DES PRODUITS INDUSTRIELS ET CHIMIQUES DU)," achat, vente et la representation au maroc des produits phyto-sanitaires en tant materiel agricole et automobile", 37 Rue Du President Bekkaye,Berkane,34.929075 : -2.318735, 9782,Tribunal de Oujda,,Societe en Nom Collectif, 20 000
SOBATIM (STE) (SOBATIM), entrepreneur de construction, 316 Lotissement Sidi Abbad,Marrakech,31.63231 : -8.009374, 6983,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 50 000
SOCIETE BONITO ATLANTICO, exploitation et commercialisation de produits de la mer, Port De Laayoune,Laayoune,27.158503 : -13.207882, 3241,Tribunal de Laayoune,,Societe en Nom Collectif, 50 000
SAIHA (STE AGRICOLE), import export des produtis et materiels agricoles, Rue 176 N145 Jardin Du Cadi,Kenitra,34.257394 : -6.590154, 27061,Tribunal de Kenitra, 000530092000060,Societe a Responsabilite Limitee, 100 000
BIR ANZARANE TOURS," tournage, ajustage, faisage", Rue London N39 Esofra,El-Jadida (M),33.244997 : -8.500823, 507,Tribunal de Eljadida,,Societe Anonyme, 100 000
WAFA S.P.E.D," droguerie, electricite, sanitaire et vente de materiels", Ain Chock Lotissement Al Omaria Rue 30 N 420,Casablanca,33.532723 : -7.617047, 152293,Tribunal de Casablanca, 000164778000093,Societe a Responsabilite Limitee, 100 000
FRAINE TRANS," import, export/ entrepreneur de transport de mds", Rue 58 Lot N2353 Hay Rajae,Kenitra,34.262227 : -6.567716, 27207,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 100 000
SOUKANE SOUSS (STE), entrepreneur de travaux divers ou construction, N52 Bloc D Les Amicales Des Fonctionnaires,Tiznit,29.707649 : -9.733338000000003, 139,Tribunal de Tiznit,,Societe a Responsabilite Limitee, 100 000
LIXUS (LES CARRIERES DU) (CALISA), exploitation de carrieres, 17 Avenue Moulay Abdellah,Tanger-Assilah,35.778512 : -5.809727, 2819,Tribunal de Tanger,,Societe Anonyme, 350 000
CIE FRANCAISE D'ASSURANCES, assurances., Rue Benaroche Leon Rue Poeymirau,Fes,34.035872 : -4.997663, 4218,Tribunal de Fes,,Societe Anonyme, 4 000 000
IDEAPHARMA, import export distribution de tous produits parapharmaceutiques, Res Palmier 87 Angle Ibnou Jaljal Et Abou Alaa Zahr 4eme Etage Appt 13,Casablanca,33.533333 : -7.583333, 156793,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
NORD MAROCAIN (STE INDUSTRIELLE DES PRODUITS ALIMENTAIRES DU), toute preparation pour conservation et sechage de tous produits legumes, 50 Av De France,Fes,34.0333333 : -5, 6357,Tribunal de Fes,,Societe a Responsabilite Limitee, 2 200 000
ZONAC, tenant une agence de voyage," Propr Tata 14, 74, Rue My R'chid, Imm. Mjadli, 5eme Etage, Gueliz",Gueliz (AR),31.63261 : -8.01095, 23555,Tribunal de Marrakech, 000200993000048,Societe a Responsabilite Limitee a Associe Unique, 200 000
OUKA CHIMIE," l'achat, la vente, l'exploitation, et la fabrication de produits chimiques", 67 Rue Abdellah Ben Yacine,Marrakech,31.627655 : -8.029375, 4595,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 10 000
SALAOUI DE PAPETERIE (STE) (CASAPA), marchand papetier marchand de machines de bureau et materiel informatique, Avenue Ibn Sina Agdal N33,Rabat,33.992238 : -6.851368, 42629,Tribunal de Rabat,,Societe a Responsabilite Limitee, 300 000
GOLDEN EGG, aviculteur, 5 Rue Abdeslam Tazi Souissi,Souissi (AR),34.015049 : -6.832719999999995, 43949,Tribunal de Rabat,,Societe a Responsabilite Limitee, 1 000 000
M. MASQUILIER (DRAPERIES), commerce de draperies, 10 Bd Du 11 Janvier,Casablanca,33.591431 : -7.615355, 36295,Tribunal de Casablanca,,Societe Anonyme, 30 000
STE MAROCAINE COMMERCIALE INDUSTRIELLE ET TECHNIQUE (SMITIE)," represent. vente materiel industriel, entreprise generale toutes etudes techniques", 337 Bd De La Gare,Casablanca,33.58694440000001 : -7.6111111000000164, 7991,Tribunal de Casablanca,,Societe Anonyme, 1 350 000
DRAMAR IMPORT EXPORT (STE), import export, Rue Ibn Hajjar N15,Rabat,34.015049 : -6.832719999999995, 49199,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000
STE DE NEGOCE DE PRODUITS AVICOLES ET AGRICOLES (NEPRAV), agriculture," Avenue Essalam, Resid. Chorouk, Bloc C N 3",Tanger-Medina (AR),35.7666667 : -5.7999999999999545, 10173,Tribunal de Tanger, 001515413000001,Societe a Responsabilite Limitee a Associe Unique, 300 000
MODA SCHIC, la fabrication de chaussures et de maroquinerie achat vente de tous articles confectionnes en cuir importation de toutes matieres 1er necessaire, Lot Ali Complement N64 Hay Hassani,Casablanca,33.55672 : -7.667043, 55565,Tribunal de Casablanca,,Societe Anonyme, 100 000
INVESTISSEMENTS ET DE GESTION (STE D')," toutes operations financieres, commerciales, mobilieres et immobilieres", 33 Rue De Fes,Tanger-Assilah,35.74627 : -5.80577, 503,Tribunal de Tanger,,Societe Anonyme, 1 000
GRIKA (STE)," exploitation, conditionnement, stockage, achat, vente, transformation, fabrication en generale de parfums et produits assimies huiles...", 17 Impasse Ede Boured,Casablanca,33.60012 : -7.58609, 35349,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
FIJADID (STE) (FIJADID), recherche etude mise au poin realisation de toutes affaires, 95 Avenue Poeymiran,Casablanca,33.58694440000001 : -7.6111111000000164, 13861,Tribunal de Casablanca,,Societe Anonyme, 100 000
BETHOVEN (COMPTOIR ELECTROMENAGER) (COEB), commerce d'appareils electromenagers, Rue Bethoven N7 Imm Rabie,Tanger-Assilah,35.777278 : -5.799306, 13635,Tribunal de Tanger,,Societe a Responsabilite Limitee, 500 000
SOTREP NORD AFRIQUE," deratisation, desinfection, nettoyage, entrepreneur de travaux divers, marchand importateur", Av Hassan Ii N82,El-Jadida,33.248792 : -8.508073, 1759,Tribunal de Eljadida,,Societe a Responsabilite Limitee, 20 000
MAROCAINE DU BOIS ET DU BATIMENT (STE INDUSTRIELLE) (IMABA), le commerce et l'industrie sous toutes ses formes du bois et du batiments, 155-167 Rue De L'aviation Francaise,Casablanca,33.59132 : -7.61229, 8411,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000
ATLANTIQUE (STE DE PECHERIES DE L'), l'achat la vente la location l'exploitation de bateaux de peches et toutes operations, 71 Rue Augustin,Casablanca,33.58694440000001 : -7.6111111000000164, 8473,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 300 000
SOCOBATIT (SOLOBATIT), entrepreneur de construction, Rue 19 N17 Derb Abdellah Am,Casablanca,33.6022493821 : -7.6258721679, 66831,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
STE SAHARA OUATE, - la transformation de l'ouate de cellulose - la fabrication de tous papiers domestiques - l'achat - la vente tant a l'imfortation qu'a l'exportation de toutes matiers premieres., 49 Rue 11 Quartier Attoune,Laayoune (M),27.138024 : -13.185061, 6211,Tribunal de Laayoune,,Societe a Responsabilite Limitee a Associe Unique, 15 000
ABN AMRO SECURITIES (MAROCCO), gestion de valeurs mobilieres placement valeurs mobilieres, Rue Tata N37,Casablanca,33.58694440000001 : -7.6111111000000164, 77937,Tribunal de Casablanca,,Societe Anonyme, 2 000 000
KING DAKHLA FISH," la capture, la congelation, le traitement, la conservation, l'achat, la vente, la commercialisation, l'importation et l'exportation de tous types de poissons mollusques, crustaces, cephalopodes, coquillage, langouste et autres produits de la mer, locaux ou importes par bateaux de peche ou de congel", Zone Industrielle Essalam Lot N 57,Dakhla (M),22.7337892 : -14.286111600000027,N/A,N/,,Societe a Responsabilite Limitee, 2 000 000
BENKADDOUR (ASSURANCE), agence d'assurance, 1 Rue Lalla Amina Place Des Alaouyines,Sale,34.0456478 : -6.8024781, 25629,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000
IMPRIMERIE PAPETERIE PERFECT, imprimeur typographe, 14 Rue El Houceima,Rabat,34.015049 : -6.832719999999995, 24571,Tribunal de Rabat,,Societe Anonyme, 80 000
NEWS FOTOS, exploitant un atelier de travaux photographiques, Residence Reda Centre Commercial Magasin N37,Rabat,34.015049 : -6.83272, 29673,Tribunal de Rabat,,Societe a Responsabilite Limitee, 200 000
HINES, promoteur a la construction d immeubles, 4 El Yarmouk Quartier Nid D'iris -20270,Casablanca,33.58694440000001 : -7.6111111000000164, 117661,Tribunal de Casablanca, 001663878000068,Societe a Responsabilite Limitee, 100 000
ILE (STE BRIQUETERIE DE L'), materiaux de construction et fabrication de carreaux, Quartier Industriel Lot N 5,Essaouira,31.50976 : -9.767865, 123,Tribunal de Essaouira, 001638630000048,Societe a Responsabilite Limitee, 100 000
FES (ENTREPOT DE LA CIGOGNE DE), fabrication et vente de boissons gazeux biers etc, Velle Nouvelle Avenue General Pocymran,Fes,34.0333333 : -5, 2216,Tribunal de Rabat,,Societe a Responsabilite Limitee, 500 000
INTER CONNECT," telecommunication, informatique, multimedia + md de machines de bureau", Hay Moulay Abdellah Rue 90 N22,Casablanca,33.5357220535 : -7.59348398049, 96647,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
IMPORTATION ET DE VENTE D'ALCOOLS A BRULER (STE D') (SIVAB), commerce des alcools a bruler et de produits similaires ou commexes, 33 Rue De L'aviation Francaise,Casablanca,33.59132 : -7.61229, 3135,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 200 000
ALPHA ALUMINIUM (STE), entrepreneur menuisier (menuiserie alluminium), Lotissement Abderrahim Et Zahra N8,Skhirate- Temara,33.85 : -7.029999999999973, 42195,Tribunal de Rabat,,Societe Anonyme, 100 000
STE MAROCAINE DE CREATIONS ET DE CONFECTIONS PIER KRYSTTELL (SMCC PIER KRYSTTELL), confection de textiles et de pret a porter import export, 40 Route De L'oassis El-jadida,Casablanca,33.254174 : -8.508038, 34287,Tribunal de Casablanca,,Societe Anonyme, 2 000 000
SOCIETE IDRISS TANI, toutes activites se rattachant a l'immobilier, 52 Bd Zerktouni Espace Erreda 7eme Etage,Casablanca,33.582695 : -7.6186, 141331,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 2 000 000
EST (STE DES TRAVAUX DE L'), entrepreneur de batiments, Rue Tahar Sebti N49,Oujda-Angad,34.69183 : -1.915204, 14221,Tribunal de Oujda,,Societe a Responsabilite Limitee, 10 000
OUED EDDAHAB (STE MAROCAINE DE CHAUSSURES), la fabrication des chaussures import export vente et achat..., 229bis Bd Yacoub El Mansour,Casablanca,33.58694440000001 : -7.6111111000000164, 34359,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 30 000
EXTREMOTRANS, transport routier de marchandises, Av Ibn Al Katir Resi Oumnia 2eme N 40,Tanger-Assilah,35.776035 : -5.800704, 25575,Tribunal de Tanger, 000066386000041,Societe a Responsabilite Limitee, 100 000
AFRA PLASTIQUE, commercialisation d'articles menagers, 108 Rue 18 La Gonquicie,Casablanca,33.533333 : -7.583333, 47753,Tribunal de Casablanca,,Societe Anonyme, 100 000
LAKOUTEL MAROC," installation technique, informatique et telephonique", Oulfa Haadikat Oum Errabie Ii Gr Ent 17 N 162,Casablanca,33.5564236661 : -7.67990817114, 150883,Tribunal de Casablanca, 000203523000026,Societe a Responsabilite Limitee, 100 000
DAR LAAROSSA, fabrication d'articles d'artisanat, Rue Du Soldat Raphael Mariscal,Casablanca,33.580119 : -7.582471, 36897,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
SOBITUMA (SOBITUMA)," entreprise de travaux divers et vente materiaux de construction, import-export des produits, matieres et materiaux de tous genres", Abdelkhalek Torres N220-221,Tetouan,35.572464 : -5.375723, 2221,Tribunal de Tetouan,,Societe Anonyme, 100 000
HAPPY LOC (STE), loueur de vehicules automobiles, Rue Monastir N9,Rabat,34.021955 : -6.836125, 28507,Tribunal de Rabat,,Societe Anonyme, 100 000
BLACO (STE) (BLACO)," industrie, commerce, representation, commission, consignation, courtage de tous produits et notamment des produits textiles", Kissariat Benjelloun Rue Du General Marguerite,Casablanca,33.590261 : -7.610111, 8751,Tribunal de Casablanca,,Societe Anonyme, 50 000
EB AUDIT &MANAGEMENT, audit et comptabilite, 183 Amal 4 Bd Souhaib Roumi Sidi Bernoussi 3zmz Etage 20600,Casablanca,33.60326 : -7.51561, 140967,Tribunal de Casablanca, 000217892000063,Societe en Nom Collectif, 20 000
IGOUNAF IMPORT ET EXPORT (STE) (SOIEX)," achat, vente, representation, commission, courtage, negoce et le commerce de tous produits, denrees et fabrication", 83 Av Kabdani Ben Tayeb,Nador,35.163757 : -2.920911, 2417,Tribunal de Nador,,Societe a Responsabilite Limitee, 10 000
NAOUAL (CARRIERES), exploitation de carrieres, Km 200 Route Nouasser,Casablanca,33.531444 : -7.635485, 61617,Tribunal de Casablanca,,Societe Anonyme, 100 000
LE PONTON," la societe a pour objet : la creation et l'exploitation, la prise en gerance, la location de tous etablissement de restauration, sous toutes ses formes de debit de boissons non alcoolisees ou alcoolisees ; toutes activites se rattachant a l'exploitation de restauration. et plus generalement toutes operations industrielles, commerciales, financieres, mobilieres ou immobilieres se rattachant directement ou indirectement a l'objet ci - dessus defini ou susceptibles de favoriser le developpement de la societe", 9 Rue Ibn Zaidoun Gueliz,Gueliz (AR),31.60572 : -7.95801, 27753,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 10 000
HILAL DE FILATURE ET TISSAGE (STE) (HILAFIT), industrie de tissage et la commercialisation, Rue Lalla Chefia A N73,Tanger-Assilah,35.766667 : -5.8, 4567,Tribunal de Tanger,,Societe Anonyme, 10 000
HAMIFERI (STE) (HAMIFERI), marchand de ferronnerie, Route 110 Km 10.350 Cite Industrielle,Casablanca,33.611775 : -7.529275, 82973,Tribunal de Casablanca, 000527939000088,Societe a Responsabilite Limitee a Associe Unique, 2 000 000
ALGERIENNE DE CREDIT ET DE BANQUE (CIE), credit et banque, Imm De La Cie Algerienne Rue Edmond Doutta,Marrakech,31.6333333 : -8, 2177,Tribunal de Marrakech,,Societe Anonyme, 28 000 000
MAROC SODIAM IMPORT," fabricant d'objet en metal, vente en gros pour l'industrie de marbre", Rue 69 Hay My Abdellah N76,Casablanca,33.5357220535 : -7.59348398049, 79391,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
PUBLICITE CREATION MAQUETTE SERIGRAPHIE (PCMS), imprimeur d'etoffes, Rue El Farissia Oukacha N25,Casablanca,33.609506 : -7.55926, 83165,Tribunal de Casablanca, 001428796000087,Societe Anonyme, 100 000
MALAK (MALAK)," le ramassage, la production, le conditionnement et l'exportation des produits d'origine vegetal, animale et minerale et autres", 5 Rue Sidi Belyout,Casablanca,33.597895 : -7.614127, 52693,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 300 000
BUREAU D'EXPERTISE ET DE CONSEIL TECHNIQUE BENNANI ET ASSOCIES (BECOTEB)," expertise mecanique generale, incendie automobile et risques divers", Appt N 08 Etage 4 Res N 10 Belle Vue 3,Meknes (M),33.894082 : -5.544582, 19217,Tribunal de Meknes,,Societe a Responsabilite Limitee a Associe Unique, 600 000
FRANCO CHERIFIENNE (UNION), operations immobilieres, 1 Route De Mediouna,Casablanca,33.533333 : -7.583333, 329,Tribunal de Casablanca,,Societe Anonyme, 1 000 000
AMADAH ET JARDI (STE MINIERE D') (SMAJ), exploitation et commercialisation des produits miniers, Hay Mohammedi 4e Unite N354,Marrakech,31.656488 : -7.999917, 4827,Tribunal de Marrakech,,Societe Anonyme, 12 000
TAFRATA (PLASTIQUE), exploitant pour prepartion de matiere plastique, 36 Rue Du Sahara Hay Takadoum,Berkane,34.929075 : -2.318735, 14653,Tribunal de Oujda,,Societe a Responsabilite Limitee, 50 000
INGENIERIE ET TRAVAUX D'INFRASTRUCTURES (ITRIN)," tenant un bureau d'etudes, entrepreneur de travaux divers -marchand et fabricant de materiaux de construction - marchand d'immeuble - promoteur immobilier", Youssofia Est Bloc 4 Ndeg73,El Youssoufia (AR),34.015049 : -6.832719999999995, 41937,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000
CITROEN DISTRIBUTION," industrie des vehicules automobiles et des accessoires pour vehicules automobiles commerces des vehicules automobiles, location de tous vehicules", Boulevard Laurent Guerrero,Casablanca,33.58694440000001 : -7.6111111000000164, 17973,Tribunal de Casablanca,,Societe Anonyme, 2 000 000
